,Price(EUR),Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor
1015,56600,Železnička stanica,0.5,centralno grejanje,prazno,ima lift (1),video nadzor,22,uknjiženo,u izgradnji,useljivo,1980,1/4
1016,123600,Avijatičarsko Naselje,3,centralno grejanje,prazno,ima lift (1),video nadzor,87,uknjiženo,u izgradnji,useljivo,1988,3/4
1017,109200,Bulevar Patrijarha Pavla (Somborski Bulevar),2.5,grejanje na gas,prazno,ima lift (1),video nadzor,53,uknjiženo,u izgradnji,useljivo,2014,3/3
1018,108000,Avijatičarsko Naselje,2,centralno grejanje,prazno,ima lift (1),video nadzor,60,uknjiženo,uobičajeno stanje,useljivo,1985,2/6
1019,72100,Petrovaradin,2.5,centralno grejanje,prazno,ima lift (1),video nadzor,44,uknjiženo,uobičajeno stanje,useljivo,1980,6/6
1020,220420,Kralja Aleksandra,3.5,centralno grejanje,prazno,ima lift (1),video nadzor,109,uknjiženo,potrebno renoviranje,useljivo,1980,2/2
1021,88250,Salajka,1.5,grejanje na gas,prazno,ima lift (1),video nadzor,34,uknjiženo,novo,useljivo,1980,visoko
1022,95070,Avijatičarsko Naselje,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",71,uknjiženo,novo,useljivo,1980,2/5
1023,91670,Preradovićeva,2.5,centralno grejanje,prazno,ima lift (1),klima,61,uknjiženo,renovirano,useljivo,1980,2/4
1024,163770,Novi Sad - Centar,2,centralno grejanje,prazno,ima lift (1),klima,53,uknjiženo,uobičajeno stanje,useljivo,1980,1/5
1025,78300,Salajka,0.5,centralno grejanje,prazno,ima lift (1),klima,29,uknjiženo,u izgradnji,useljivo,2021,5/6
1026,177200,Novi Sad - Centar,4.5,centralno grejanje,prazno,ima lift (1),klima,93,uknjiženo,uobičajeno stanje,useljivo,1970,1/10
1027,99500,Podbara,2,centralno grejanje,prazno,ima lift (1),klima,46,uknjiženo,uobičajeno stanje,useljivo,1970,2/5
1028,77900,Temerinska,0.5,centralno grejanje,prazno,ima lift (1),"video nadzor, klima",30,nije uknjiženo,novo,useljivo,1970,1/6
1029,61800,Adice,0.5,grejanje na gas,namešteno,ima lift (1),"video nadzor, klima",30,uknjiženo,novo,useljivo,1970,2/2
1030,133990,SAVE LJUBOJEVA,3,centralno grejanje,namešteno,ima lift (1),"video nadzor, klima",72,uknjiženo,novo,useljivo,1970,2/2
1031,128750,KOLO SRPSKIH SESTARA,3,centralno grejanje,namešteno,ima lift (1),"video nadzor, klima",68,uknjiženo,novo,useljivo,1970,2/2
1032,130810,Jugovićevo,2.5,grejanje na gas,namešteno,ima lift (1),"video nadzor, klima",66,uknjiženo,novo,useljivo,1970,3/4
1033,49500,Nova Detelinara,1.5,grejanje na gas,prazno,ima lift (1),"video nadzor, klima",32,uknjiženo,novo,useljivo,1970,3/4
1034,231750,Gogoljeva,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",107,uknjiženo,novo,useljivo,2020,4/5
1035,115700,Nema naziv,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",66,nije uknjiženo,u izgradnji,useljivo,2020,2/2
1036,133800,Liman 3,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",62,uknjiženo,uobičajeno stanje,useljivo,1975,7/8
1037,283150,Grbavica,3,centralno grejanje,namešteno,ima lift (1),"Poslovni nameštaj, telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",119,uknjiženo,novo,useljivo,1975,5/7
1038,128750,Grbavica,2.5,centralno grejanje,prazno,ima lift (1),"Poslovni nameštaj, telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",56,uknjiženo,novo,useljivo,1975,1/4
1039,175100,Telep,4,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",85,u procesu uknjižavanja,u izgradnji,useljivo,1975,1/4
1040,71740,Telep,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",36,u procesu uknjižavanja,u izgradnji,useljivo,1975,visoko
1041,85850,Telep,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",43,u procesu uknjižavanja,u izgradnji,useljivo,1975,1/4
1042,113300,Nova Detelinara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",59,uknjiženo,u izgradnji,useljivo,1975,1/5
1043,137530,Bulevar Patrijarha Pavla (Somborski Bulevar),3,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",67,u procesu uknjižavanja,u izgradnji,useljivo,1975,3/3
1044,152300,Telep,2.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",87,uknjiženo,renovirano,useljivo,1975,2/3
1045,154500,Kopernikova,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",75,uknjiženo,uobičajeno stanje,useljivo,1975,1/3
1046,55600,Tekelijina,2,grejanje na struju,prazno,ima lift (1),"telefon, kablovska",37,u procesu uknjižavanja,renovirano,useljivo,1975,1/3
1047,276870,Centar,5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",112,uknjiženo,novo,useljivo,1975,3/4
1048,59740,Petrovaradin,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",32,uknjiženo,u izgradnji,useljivo,1975,1/3
1049,153570,Socijalno,3,centralno grejanje,prazno,ima lift (1),"telefon, interfon",62,nije uknjiženo,novo,useljivo,1975,3/4
1050,110760,Adice,3,grejanje na gas,prazno,ima lift (1),"telefon, interfon",68,nije uknjiženo,novo,useljivo,1975,1/2
1051,157590,Vase Pelagića,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",68,uknjiženo,novo,useljivo,2020,2/7
1052,130810,Jugovićevo,2.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",66,uknjiženo,novo,useljivo,2020,3/4
1053,251320,Novi Sad - Centar,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",56,uknjiženo,renovirano,useljivo,2020,1/4
1054,875500,Dunavski Park,5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",224,uknjiženo,novo,useljivo,2020,3/3
1055,112990,Salajka,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",44,nije uknjiženo,novo,useljivo,2020,visoko
1056,161200,Bulevar Kralja Petra I,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",62,nije uknjiženo,novo,useljivo,2020,3.
1057,152650,Alibegovac,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",76,nije uknjiženo,novo,useljivo,2022,visoko
1058,205000,Alibegovac,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",87,nije uknjiženo,novo,useljivo,2022,2/2
1059,66950,"NOVA DETELINARA, NOVI SAD",0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",25,nije uknjiženo,uobičajeno stanje,useljivo,2010,visoko
1060,88580,"NOVA DETELINARA, NOVI SAD",2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",50,nije uknjiženo,uobičajeno stanje,useljivo,2005,visoko
1061,113300,Nova Detelinara,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",67,uknjiženo,uobičajeno stanje,useljivo,2005,5/5
1062,166040,Bulevar Oslobođenja,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",62,uknjiženo,uobičajeno stanje,useljivo,2005,3/5
1063,84460,Veselina Masleše,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",42,uknjiženo,uobičajeno stanje,useljivo,2005,3/5
1064,164800,Novo Naselje,3,centralno grejanje,prazno,ima lift (2),"telefon, kablovska",76,uknjiženo,uobičajeno stanje,useljivo,2005,2/10
1065,127900,LUKIJANA MUSICKOG,2,centralno grejanje,prazno,ima lift (2),"telefon, kablovska",54,uknjiženo,uobičajeno stanje,useljivo,2005,2/10
1066,61000,Adice,1.5,centralno grejanje,namešteno,ima lift (2),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",32,uknjiženo,uobičajeno stanje,useljivo,2005,2/2
1067,169950,Cara Dušana,2.5,centralno grejanje,namešteno,ima lift (2),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",48,uknjiženo,renovirano,useljivo,2005,4/5
1068,125520,Adice,4,grejanje na gas,prazno,ima lift (2),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",76,uknjiženo,novo,useljivo,2005,2/2
1069,254400,Grbavica,4,grejanje na gas,prazno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",130,uknjiženo,uobičajeno stanje,useljivo,2005,3/3
1070,147320,Adice,4,grejanje na gas,prazno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",89,uknjiženo,novo,useljivo,2005,2/2
1071,92700,Bulevar Oslobođenja,1,centralno grejanje,namešteno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",30,uknjiženo,novo,useljivo,2005,1/7
1072,58710,Bulevar Oslobođenja,1,centralno grejanje,prazno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",32,uknjiženo,novo,useljivo,2005,5/5
1073,113300,Janka Čmelika,2,centralno grejanje,prazno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",60,uknjiženo,uobičajeno stanje,useljivo,2005,5/5
1074,164800,Kej,2.5,centralno grejanje,prazno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",60,uknjiženo,renovirano,useljivo,2005,1/5
1075,46350,Telep,0.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, TV, veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar, ugradni plakar",23,uknjiženo,renovirano,useljivo,2005,prizemlje/3
1076,154500,Riblja Pijaca,3.5,centralno grejanje,prazno,ima lift (1),kablovska,94,u procesu uknjižavanja,potrebno renoviranje,useljivo,2005,3/3
1077,113300,Nova Detelinara,3,centralno grejanje,prazno,ima lift (1),kablovska,59,uknjiženo,potrebno renoviranje,useljivo,2005,3/3
1078,166860,Branka Bajica,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",60,uknjiženo,potrebno renoviranje,useljivo,2020,2/5
1079,140350,Kornelija Stankovica,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",99,uknjiženo,potrebno renoviranje,useljivo,2010,5/5
1080,170000,Balzakova,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",72,uknjiženo,renovirano,useljivo,2010,1/9
1081,247500,Novi Sad - Centar,8,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",127,uknjiženo,uobičajeno stanje,useljivo,2010,1/3
1082,87550,Grbavica,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",39,uknjiženo,novo,useljivo,2010,visoko
1083,56000,Pavla Bakića 8,0.5,podno grejanje,prazno,ima lift (1),"telefon, kablovska",28,uknjiženo,novo,useljivo,2010,prizemlje/2
1084,175000,Bulevar Patrijarha Pavla 111,4,centralno grejanje,prazno,ima lift (1),"video nadzor, klima, ventilacija",106,u procesu uknjižavanja,novo,useljivo,2020,4/4
1085,46000,Mornarska,0.5,grejanje na gas,prazno,ima lift (1),"video nadzor, klima, ventilacija",23,uknjiženo,novo,useljivo,2020,prizemlje/2
1086,200000,Bulevar Evrope,4,etažno grejanje,prazno,ima lift (1),"video nadzor, klima, ventilacija",97,u procesu uknjižavanja,novo,useljivo,2020,visoko
1087,113300,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",59,uknjiženo,novo,useljivo,2020,1/5
1088,90640,Detelinara,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",53,uknjiženo,novo,useljivo,2020,6.
1089,133900,Bulevar Evrope,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, klima",62,uknjiženo,novo,useljivo,2020,8/13
1090,247200,Sajmište,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, klima",91,uknjiženo,uobičajeno stanje,useljivo,2016,2/5
1091,114450,Petrovaradin,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, klima",88,uknjiženo,u izgradnji,useljivo,2016,3/3
1092,113300,Nova Detelinara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",59,uknjiženo,u izgradnji,useljivo,2016,1/5
1093,138700,Telep,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",69,uknjiženo,u izgradnji,useljivo,2016,1/2
1094,85000,Mise Dimitrijevica,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",53,uknjiženo,potrebno renoviranje,useljivo,2020,1/2
1095,1,Petrovaradin,2,podno grejanje,prazno,ima lift (1),"telefon, kablovska",1,uknjiženo,u izgradnji,useljivo,2020,prizemlje/4
1096,92700,Bulevar Oslobođenja,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",30,uknjiženo,uobičajeno stanje,useljivo,2020,1/7
1097,192610,Nova Detelinara,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",85,uknjiženo,uobičajeno stanje,useljivo,2009,5/5
1098,113300,Novo Naselje,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",73,uknjiženo,uobičajeno stanje,useljivo,1985,2/4
1099,113300,Nova Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,1985,1/5
1100,87550,Grbavica,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,1985,visoko
1101,220420,Novi Sad - Centar,3,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",109,uknjiženo,uobičajeno stanje,useljivo,1985,2/2
1102,154500,KOPERNIKOVA,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",74,uknjiženo,uobičajeno stanje,useljivo,1985,2/2
1103,99400,Novi Sad - Centar,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",35,uknjiženo,novo,useljivo,2022,1/5
1104,159114,Petrovaradin,3,podno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",69,uknjiženo,u izgradnji,useljivo,2022,2.
1105,113325,Petrovaradin,2.5,podno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",45,uknjiženo,u izgradnji,useljivo,2022,1.
1106,187358,Petrovaradin,4,podno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",81,uknjiženo,u izgradnji,useljivo,2022,3/4
1107,188184,Petrovaradin,4,podno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",78,uknjiženo,u izgradnji,useljivo,2022,3/4
1108,111100,Rumenacki put,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",67,uknjiženo,renovirano,useljivo,1980,6/8
1109,136790,Veternička Rampa,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",83,uknjiženo,uobičajeno stanje,useljivo,2022,1/2
1110,73550,Veternička Rampa,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",42,uknjiženo,uobičajeno stanje,useljivo,2022,2/2
1111,137870,Popovica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,uobičajeno stanje,useljivo,2022,1/2
1112,136790,Veternička Rampa,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",83,uknjiženo,uobičajeno stanje,useljivo,2022,1/2
1113,73550,Veternička Rampa,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",42,uknjiženo,uobičajeno stanje,useljivo,2022,2/2
1114,80540,Veternička Rampa,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",46,uknjiženo,uobičajeno stanje,useljivo,2022,2/2
1115,182300,"KEJ, NOVI SAD",4.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",93,uknjiženo,uobičajeno stanje,useljivo,1970,1/10
1116,46350,"TELEP, NOVI SAD",0.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",23,uknjiženo,uobičajeno stanje,useljivo,2006,visoko
1117,108150,Nova Detelinara,2,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",43,uknjiženo,uobičajeno stanje,useljivo,2006,4/5
1118,90650,Novi Sad - Centar,3,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",58,uknjiženo,u izgradnji,useljivo,2005,2.
1119,123600,Balzakova,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,2005,2.
1120,87550,Grbavica,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2005,prizemlje/4
1121,109180,Bulevar Oslobođenja,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",53,uknjiženo,uobičajeno stanje,useljivo,2005,prizemlje/4
1122,87550,Grbavica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2005,prizemlje/4
1123,87550,Grbavica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2005,prizemlje/4
1124,95275,Braće Jovandić,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",49,uknjiženo,uobičajeno stanje,useljivo,2005,prizemlje/4
1125,113300,Nova Detelinara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2005,1/5
1126,108150,629,4,etažno grejanje,prazno,ima lift (1),"telefon, kablovska",72,uknjiženo,uobičajeno stanje,useljivo,2005,1/5
1127,113300,Nova Detelinara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2005,1/5
1128,111250,Novi Sad - Centar,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon",48,uknjiženo,novo,useljivo,2005,4/5
1129,113300,Stari Grad,2,centralno grejanje,prazno,ima lift (1),"kablovska, internet, klima",55,uknjiženo,novo,useljivo,2005,3/3
1130,303850,Socijalno,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, klima, Kanalizacija",200,uknjiženo,novo,useljivo,2005,4/5
1131,45000,Novi Sad - Centar,1,TA peć,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, klima, Kanalizacija",26,uknjiženo,renovirano,useljivo,2005,4/5
1132,103000,Novo Naselje,2,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, klima",55,uknjiženo,uobičajeno stanje,useljivo,1980,1/4
1133,49500,pavla bakica,0.5,grejanje na struju,namešteno,ima lift (1),"kablovska, internet, interfon, klima",28,uknjiženo,uobičajeno stanje,useljivo,1980,visoko
1134,111340,Sajlovo,3,grejanje na struju,prazno,ima lift (1),"kablovska, internet, interfon, klima",94,uknjiženo,novo,useljivo,2021,visoko
1135,73130,Nova Detelinara,1,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon, klima",29,uknjiženo,novo,useljivo,2021,visoko
1136,190350,Bulevar Patrijarha Pavla (Somborski Bulevar),4,etažno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor",96,uknjiženo,novo,useljivo,2020,1/5
1137,231700,gogoljeva,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",107,uknjiženo,luksuzno,useljivo,2010,4/5
1138,108610,"CENTAR, NOVI SAD",2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",57,uknjiženo,luksuzno,useljivo,2010,1/3
1139,149350,"CENTAR, NOVI SAD",3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",87,uknjiženo,luksuzno,useljivo,2010,5/6
1140,46350,Telep,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",23,uknjiženo,uobičajeno stanje,useljivo,2000,prizemlje/3
1141,133900,"SAJAM, NOVI SAD",5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",101,uknjiženo,uobičajeno stanje,useljivo,1965,6/6
1142,100800,Podbara,0.5,centralno grejanje,prazno,ima lift (1),klima,27,uknjiženo,uobičajeno stanje,useljivo,1965,1/2
1143,154500,Dr Svetislava Kasapinovića,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",62,uknjiženo,novo,useljivo,1965,4/6
1144,169950,Liman 1,3,centralno grejanje,prazno,ima lift (1),klima,81,uknjiženo,novo,useljivo,1965,4/5
1145,99000,Bulevar Oslobođenja,2,centralno grejanje,prazno,ima lift (1),klima,45,uknjiženo,novo,useljivo,1965,1/5
1146,122000,607,2.5,etažno grejanje,prazno,ima lift (1),klima,52,uknjiženo,novo,useljivo,1965,1/5
1147,63860,DECANSKA,2,grejanje na struju,prazno,ima lift (1),klima,48,uknjiženo,novo,useljivo,1965,1/5
1148,126180,Nova Detelinara,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, klima",55,uknjiženo,novo,useljivo,1965,2/3
1149,72100,Bulevar Oslobođenja,1,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",32,uknjiženo,renovirano,useljivo,1965,prizemlje/3
