,Price(EUR),Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor
847,87550,Grbavica,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2003,visoko
848,103000,Bulevar Patrijarha Pavla (Somborski Bulevar),3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,2003,4/5
849,335000,Grbavica,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",145,uknjiženo,u izgradnji,useljivo,2003,5/5
850,231750,Grbavica,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",107,uknjiženo,uobičajeno stanje,useljivo,2009,4/5
851,177200,Kej,4.5,centralno grejanje,namešteno,ima lift (1),klima,93,uknjiženo,uobičajeno stanje,useljivo,2009,4/5
852,87650,Bulevar Oslobođenja,1.5,centralno grejanje,namešteno,ima lift (1),klima,37,uknjiženo,uobičajeno stanje,useljivo,2010,3/5
853,125000,Salajka,2,centralno grejanje,namešteno,ima lift (1),klima,48,uknjiženo,u izgradnji,useljivo,2021,1/4
854,240000,Beogradska 23,5,centralno grejanje,namešteno,ima lift (1),"Poslovni nameštaj, telefon, kablovska, video nadzor, TV, klima, ventilacija, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",98,uknjiženo,renovirano,useljivo,2021,visoko
855,61800,Bulevar Oslobođenja,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",25,uknjiženo,renovirano,useljivo,2021,5/5
856,155000,Alekse Šantića 54,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",82,uknjiženo,novo,useljivo,2000,6/7
857,98000,Petrovaradin,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",70,uknjiženo,uobičajeno stanje,useljivo,2000,6/7
858,61800,Železnička stanica,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",25,uknjiženo,uobičajeno stanje,useljivo,2000,5/5
859,406850,Cara Dušana,5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",190,uknjiženo,novo,useljivo,2000,1/2
860,78280,Novi Sad - Centar,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",76,uknjiženo,uobičajeno stanje,useljivo,2009,suteren/4
861,442900,Cara Dušana,5,centralno grejanje,namešteno,ima lift (1),klima,190,uknjiženo,uobičajeno stanje,useljivo,2009,2/2
862,95300,Nova Detelinara,3,centralno grejanje,namešteno,ima lift (1),klima,65,uknjiženo,uobičajeno stanje,useljivo,2005,5/6
863,87550,Sajmište,1.5,centralno grejanje,namešteno,ima lift (1),klima,44,uknjiženo,uobičajeno stanje,useljivo,2011,4/4
864,75300,Socijalno,2.5,centralno grejanje,namešteno,ima lift (1),klima,43,uknjiženo,uobičajeno stanje,useljivo,2005,5/5
865,210600,Bulevar Evrope,3.5,centralno grejanje,namešteno,ima lift (1),klima,87,uknjiženo,u izgradnji,useljivo,2021,visoko
866,133900,Cara Dušana,2.5,centralno grejanje,prazno,ima lift (1),klima,64,uknjiženo,novo,useljivo,2021,1/5
867,152500,Novosadskog Sajma 23,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",68,uknjiženo,renovirano,useljivo,2010,1/5
868,202200,Bulevar Oslobođenja,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",99,uknjiženo,uobičajeno stanje,useljivo,2000,1/4
869,144000,Liman 3,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",77,uknjiženo,uobičajeno stanje,useljivo,1975,4/8
870,295000,Telep,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",99,uknjiženo,u izgradnji,useljivo,2022,2/2
871,75000,Kraljevica Marka 55,1.5,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska, klima, kuhinjski elementi, sudo mašina, frižider, zamrzivač, rerna, šporet, plakar",43,uknjiženo,u izgradnji,useljivo,2000,potkrovlje/5
872,224000,Nova Detelinara,4,centralno grejanje,namešteno,ima lift (1),"video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",136,uknjiženo,novo,useljivo,2000,5.
873,42000,Klisa,2,centralno grejanje,namešteno,ima lift (1),"frižider, šporet, ležaj",36,uknjiženo,novo,useljivo,2000,5.
874,56600,Železnička stanica,0.5,centralno grejanje,namešteno,ima lift (1),"frižider, šporet, ležaj",25,uknjiženo,uobičajeno stanje,useljivo,2000,5/5
875,66950,Podbara,0.5,centralno grejanje,namešteno,ima lift (1),"frižider, šporet, ležaj",24,uknjiženo,uobičajeno stanje,useljivo,1998,2/4
876,334750,"GRBAVICA, NOVI SAD",3,centralno grejanje,namešteno,ima lift (1),"frižider, šporet, ležaj",145,uknjiženo,u izgradnji,useljivo,1998,5/5
877,109180,Bulevar Patrijarha Pavla (Somborski Bulevar),2.5,grejanje na gas,namešteno,ima lift (1),"frižider, šporet, ležaj",52,uknjiženo,u izgradnji,useljivo,1998,3/3
878,61800,Železnička stanica,0.5,centralno grejanje,namešteno,ima lift (1),"frižider, šporet, ležaj",25,uknjiženo,u izgradnji,useljivo,1998,5/5
879,87550,Salajka,1.5,grejanje na gas,namešteno,ima lift (1),"frižider, šporet, ležaj",39,uknjiženo,u izgradnji,useljivo,1998,prizemlje/5
880,72100,Grbavica,0.5,centralno grejanje,namešteno,ima lift (1),"frižider, šporet, ležaj",24,uknjiženo,uobičajeno stanje,useljivo,1998,2/5
881,107640,Novi Sad - Centar,2,centralno grejanje,prazno,ima lift (1),"frižider, šporet, ležaj",38,uknjiženo,uobičajeno stanje,useljivo,1998,1/4
882,92700,NARODNOG FRONTA,1.5,centralno grejanje,prazno,ima lift (1),"frižider, šporet, ležaj",46,uknjiženo,uobičajeno stanje,useljivo,1998,1/4
883,220600,DANILA KISA,5,centralno grejanje,prazno,ima lift (1),"frižider, šporet, ležaj",107,uknjiženo,uobičajeno stanje,useljivo,1998,1/4
884,110210,Liman 1,1.5,centralno grejanje,prazno,ima lift (2),"frižider, šporet, ležaj",43,uknjiženo,uobičajeno stanje,useljivo,1998,10/10
885,86520,Podbara,1.5,centralno grejanje,prazno,ima lift (2),"frižider, šporet, ležaj",42,uknjiženo,uobičajeno stanje,useljivo,1998,2/3
886,82400,Socijalno,1.5,centralno grejanje,prazno,ima lift (2),"frižider, šporet, ležaj",30,uknjiženo,uobičajeno stanje,useljivo,1998,4/4
887,61800,Novo Naselje,1,centralno grejanje,polunamešteno,ima lift (2),"frižider, šporet, ležaj",28,uknjiženo,novo,useljivo,1998,visoko
888,115900,Nova Detelinara,2,centralno grejanje,polunamešteno,ima lift (1),"frižider, šporet, ležaj",45,uknjiženo,uobičajeno stanje,useljivo,2017,2/5
889,77250,Bulevar Oslobođenja,1.5,centralno grejanje,prazno,ima lift (1),"frižider, šporet, ležaj",31,uknjiženo,uobičajeno stanje,useljivo,2017,3/8
890,92700,kraljevica marka,0.5,centralno grejanje,prazno,ima lift (1),"frižider, šporet, ležaj",30,uknjiženo,uobičajeno stanje,useljivo,2017,1/5
891,146580,Stari Majur,3.5,grejanje na gas,prazno,ima lift (1),"frižider, šporet, ležaj",98,uknjiženo,uobičajeno stanje,useljivo,2017,2/2
892,85000,Bulevar Evrope,1.5,centralno grejanje,prazno,ima lift (1),"frižider, šporet, ležaj",37,uknjiženo,uobičajeno stanje,useljivo,2017,5/5
893,92700,Nova Detelinara,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",42,uknjiženo,uobičajeno stanje,useljivo,2017,2/5
894,60000,Omladinskog pokreta,1,centralno grejanje,namešteno,ima lift (1),klima,25,uknjiženo,uobičajeno stanje,useljivo,2017,5/5
895,144200,Socijalno,3,centralno grejanje,prazno,ima lift (1),kablovska,83,uknjiženo,uobičajeno stanje,useljivo,2010,visoko
896,125000,Salajka,2,centralno grejanje,prazno,ima lift (1),kablovska,49,uknjiženo,uobičajeno stanje,useljivo,2021,1/4
897,123500,Salajka,2.5,centralno grejanje,prazno,ima lift (1),kablovska,48,uknjiženo,uobičajeno stanje,useljivo,2021,3/4
898,108150,"CENTAR, NOVI SAD",1.5,centralno grejanje,prazno,ima lift (1),kablovska,35,uknjiženo,uobičajeno stanje,useljivo,2015,4/5
899,197850,majevicaka,2,centralno grejanje,namešteno,ima lift (1),kablovska,41,uknjiženo,novo,useljivo,2015,visoko
900,49500,Pavla Bakica 8,0.5,etažno grejanje,namešteno,ima lift (1),"kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",28,uknjiženo,novo,useljivo,2010,visoko
901,78800,gagarinova,2,centralno grejanje,prazno,ima lift (1),"kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",45,uknjiženo,novo,useljivo,2010,1/4
902,97850,janka veselinovica,2,centralno grejanje,prazno,ima lift (1),"kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",50,uknjiženo,novo,useljivo,2010,4/6
903,334750,Gogoljeva,3,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",145,uknjiženo,novo,useljivo,2010,5/5
904,113300,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",59,uknjiženo,uobičajeno stanje,useljivo,2010,1/5
905,231750,Kej,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",69,uknjiženo,renovirano,useljivo,2010,5/10
906,103000,SUMADIJSKA,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",40,uknjiženo,renovirano,useljivo,2010,5/10
907,60820,Adice,1.5,centralno grejanje,prazno,ima lift (1),interfon,39,uknjiženo,novo,useljivo,2010,1/2
908,92740,Adice,2.5,centralno grejanje,prazno,ima lift (1),interfon,62,uknjiženo,novo,useljivo,2010,1/2
909,70000,Podbara,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima, frižider, šporet, ležaj",35,uknjiženo,novo,useljivo,2010,2/4
910,267800,Novi Sad - Centar,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",114,uknjiženo,novo,useljivo,2010,6/6
911,126180,branka najica,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",55,uknjiženo,novo,useljivo,2010,2/3
912,92700,Socijalno,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",50,uknjiženo,novo,useljivo,1981,8/10
913,154500,Liman 3,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",81,uknjiženo,novo,useljivo,1982,3/5
914,76320,"CARA DUŠANA, NOVI SAD",2,TA peć,namešteno,ima lift (1),"telefon, kablovska",57,uknjiženo,u izgradnji,useljivo,1960,4/5
915,85000,BULEVAR EVROPE,2,centralno grejanje,namešteno,ima lift (1),kablovska,37,uknjiženo,uobičajeno stanje,useljivo,1960,5/6
916,88580,Nova Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),kablovska,50,uknjiženo,uobičajeno stanje,useljivo,1960,visoko
917,415300,Novi Sad - Centar,4,centralno grejanje,namešteno,ima lift (1),kablovska,112,uknjiženo,uobičajeno stanje,useljivo,1933,visoko
918,49800,Novi Sad - Centar,0.5,centralno grejanje,namešteno,ima lift (1),kablovska,18,uknjiženo,uobičajeno stanje,useljivo,1933,4/4
919,92700,Nova Detelinara,2,centralno grejanje,prazno,ima lift (1),kablovska,42,uknjiženo,uobičajeno stanje,useljivo,1933,2/5
920,212500,Maksima Gorkog,4.5,centralno grejanje,prazno,ima lift (1),kablovska,97,uknjiženo,uobičajeno stanje,useljivo,1933,visoko
921,85000,Bulevar Evrope,1.5,centralno grejanje,prazno,ima lift (1),kablovska,37,uknjiženo,uobičajeno stanje,useljivo,1933,5/5
922,52920,Adice,1.5,centralno grejanje,prazno,ima lift (1),kablovska,37,uknjiženo,uobičajeno stanje,useljivo,1933,2/2
923,82400,KOPERNIKOVA,1.5,centralno grejanje,prazno,ima lift (1),kablovska,38,uknjiženo,uobičajeno stanje,useljivo,1933,2/2
924,145000,JANKA VESELINOVICA,3.5,centralno grejanje,prazno,ima lift (1),kablovska,105,uknjiženo,uobičajeno stanje,useljivo,1933,5/5
925,72150,Branka Radičevića,1.5,etažno grejanje,prazno,ima lift (1),klima,37,uknjiženo,novo,useljivo,1933,2.
926,116550,Veternička Rampa,3.5,etažno grejanje,prazno,ima lift (1),klima,73,uknjiženo,uobičajeno stanje,useljivo,2022,prizemlje/2
927,153500,Liman 2,1.5,centralno grejanje,prazno,ima lift (1),klima,50,uknjiženo,uobičajeno stanje,useljivo,1900,6/8
928,66950,Nova Detelinara,0.5,centralno grejanje,prazno,ima lift (1),klima,25,uknjiženo,uobičajeno stanje,useljivo,2009,visoko
929,94760,Bulevar Evrope,1.5,centralno grejanje,prazno,ima lift (1),klima,38,uknjiženo,renovirano,useljivo,2009,visoko
930,57000,Nova Detelinara,0.5,centralno grejanje,prazno,ima lift (1),klima,23,uknjiženo,uobičajeno stanje,useljivo,2000,5/5
931,66950,Nova Detelinara,0.5,centralno grejanje,prazno,ima lift (1),klima,25,uknjiženo,uobičajeno stanje,useljivo,2006,visoko
932,97130,Spens,1.5,centralno grejanje,prazno,ima lift (1),klima,41,uknjiženo,uobičajeno stanje,useljivo,1950,1/3
933,51500,Železnička stanica,1,centralno grejanje,prazno,ima lift (1),klima,30,uknjiženo,uobičajeno stanje,useljivo,1978,5/5
934,1,Sajmište,2.5,centralno grejanje,prazno,ima lift (1),klima,56,uknjiženo,uobičajeno stanje,useljivo,2009,1/3
935,179400,Bulevar Evrope,4,centralno grejanje,prazno,ima lift (1),klima,97,uknjiženo,u izgradnji,useljivo,2009,visoko
936,155000,Novi Sad - Centar,3.5,centralno grejanje,prazno,ima lift (1),klima,99,uknjiženo,u izgradnji,useljivo,2009,3/3
937,154500,Novi Sad - Centar,4,centralno grejanje,prazno,ima lift (1),klima,99,uknjiženo,uobičajeno stanje,useljivo,1935,3/3
938,159650,Cara Dušana,2,etažno grejanje,prazno,ima lift (1),klima,57,uknjiženo,uobičajeno stanje,useljivo,2009,5/8
939,82400,Novo Naselje,1.5,centralno grejanje,prazno,ima lift (1),klima,53,uknjiženo,uobičajeno stanje,useljivo,1986,prizemlje/4
940,85000,Bulevar Evrope,1.5,centralno grejanje,prazno,ima lift (1),klima,37,uknjiženo,novo,useljivo,1986,prizemlje/4
941,99500,grbavica,2,centralno grejanje,prazno,ima lift (1),telefon,52,uknjiženo,novo,useljivo,1986,2/5
942,104240,detelinara,3.5,centralno grejanje,prazno,ima lift (1),telefon,88,nije uknjiženo,u izgradnji,useljivo,1986,5/5
943,166050,Bulevar Oslobođenja,3,centralno grejanje,prazno,ima lift (1),telefon,62,uknjiženo,uobičajeno stanje,useljivo,2012,3/6
944,118900,Telep,2.5,grejanje na gas,prazno,ima lift (1),telefon,58,uknjiženo,uobičajeno stanje,useljivo,2023,2/3
945,111760,Telep,2.5,grejanje na gas,prazno,ima lift (1),telefon,54,uknjiženo,uobičajeno stanje,useljivo,2023,3/3
946,118250,Telep,2.5,grejanje na gas,prazno,ima lift (1),telefon,58,uknjiženo,uobičajeno stanje,useljivo,2023,visoko
947,85000,Bulevar Evrope,1.5,centralno grejanje,prazno,ima lift (1),telefon,37,uknjiženo,uobičajeno stanje,useljivo,2023,5/5
948,78300,Novi Sad - Centar,3,centralno grejanje,prazno,ima lift (1),telefon,76,uknjiženo,uobičajeno stanje,useljivo,2022,suteren/5
949,298700,Jugovićevo,2,centralno grejanje,prazno,ima lift (1),telefon,113,uknjiženo,renovirano,useljivo,2022,4/4
950,267800,Sajmište,5,centralno grejanje,namešteno,ima lift (1),telefon,142,uknjiženo,renovirano,useljivo,2022,4/4
951,72650,Petrovaradin,1.5,grejanje na gas,prazno,ima lift (1),telefon,39,uknjiženo,renovirano,useljivo,2022,1/3
952,31000,ROMANIJSKA,1,centralno grejanje,prazno,ima lift (1),telefon,13,uknjiženo,renovirano,useljivo,2022,1/3
953,78300,KISACKA,1,centralno grejanje,prazno,ima lift (1),telefon,29,uknjiženo,renovirano,useljivo,2022,1/3
954,236900,ANDJE RANKOVIC,5,centralno grejanje,prazno,ima lift (1),telefon,120,uknjiženo,renovirano,useljivo,2022,1/3
955,70040,Podbara,1.5,centralno grejanje,prazno,ima lift (1),telefon,35,uknjiženo,renovirano,useljivo,2022,2/3
956,262650,Bulevar Evrope,4,centralno grejanje,prazno,ima lift (2),telefon,115,uknjiženo,uobičajeno stanje,useljivo,2022,7/11
957,72100,Bulevar Oslobođenja,0.5,centralno grejanje,prazno,ima lift (1),telefon,24,uknjiženo,uobičajeno stanje,useljivo,2022,2/5
958,494400,Železnička stanica,4,podno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",150,uknjiženo,novo,useljivo,2020,1/3
959,76330,Grbavica,0.5,centralno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",26,uknjiženo,uobičajeno stanje,useljivo,2022,1/5
960,175620,Bulevar Patrijarha Pavla (Somborski Bulevar),4,etažno grejanje,prazno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",107,uknjiženo,novo,useljivo,2022,4/4
961,166040,Socijalno,3,centralno grejanje,prazno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",62,uknjiženo,renovirano,useljivo,2022,4/4
962,78800,Železnička stanica,2,centralno grejanje,prazno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",45,uknjiženo,renovirano,useljivo,2022,1/4
963,77250,Bulevar Oslobođenja,1.5,centralno grejanje,prazno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",31,uknjiženo,renovirano,useljivo,2022,3/8
964,132490,Telep,3,etažno grejanje,prazno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",68,uknjiženo,u izgradnji,useljivo,2022,prizemlje/2
965,103000,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",65,uknjiženo,u izgradnji,useljivo,1990,2/5
966,152400,Telep,3,centralno grejanje,prazno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",87,uknjiženo,uobičajeno stanje,useljivo,2004,2/3
967,67000,Grbavica,0.5,centralno grejanje,prazno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",23,uknjiženo,uobičajeno stanje,useljivo,2010,1/6
968,132450,Telep,3,grejanje na gas,prazno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",68,uknjiženo,uobičajeno stanje,useljivo,2010,1/2
969,127000,Nova Detelinara,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",81,uknjiženo,novo,useljivo,2010,3/5
970,77250,Augusta Cesarca,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",31,uknjiženo,novo,useljivo,2010,3/8
971,64890,Adice,0.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",30,uknjiženo,novo,useljivo,2010,2/2
972,64890,Rafaila Sisatovačkog,0.5,grejanje na gas,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",30,uknjiženo,novo,useljivo,2010,2/2
973,92700,NOVOSADSKOG SAJMA,1,centralno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",30,uknjiženo,novo,useljivo,2010,2/2
974,190000,Novi Sad - Centar,4,centralno grejanje,prazno,ima lift (1),telefon,95,uknjiženo,novo,useljivo,2010,6/7
975,176000,Telep,5,centralno grejanje,namešteno,ima lift (1),"TV, veš mašina, sudo mašina, frižider, šporet, ležaj",95,uknjiženo,novo,useljivo,2010,5.
976,197000,Bulevar Patrijarha Pavla (Somborski Bulevar),3.5,podno grejanje,prazno,ima lift (1),"kablovska, klima",87,nije uknjiženo,u izgradnji,useljivo,2020,2/2
977,177200,"CENTAR, NOVI SAD",4.5,centralno grejanje,prazno,ima lift (1),"kablovska, klima",93,uknjiženo,u izgradnji,useljivo,2020,1/10
978,36000,"CENTAR, NOVI SAD",0.5,centralno grejanje,prazno,ima lift (1),"kablovska, klima",16,uknjiženo,u izgradnji,useljivo,2020,4/5
979,96400,Socijalno,1.5,centralno grejanje,prazno,ima lift (1),"kablovska, klima",36,uknjiženo,uobičajeno stanje,useljivo,2000,2/5
980,145000,Ive Andrića,3,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska, klima, ugradni plakar",58,uknjiženo,renovirano,useljivo,2000,1/5
981,175620,Bulevar Patrijarha Pavla (Somborski Bulevar),4,grejanje na gas,polunamešteno,ima lift (1),"telefon, kablovska",107,uknjiženo,novo,useljivo,2000,4/4
982,130300,Bulevar Oslobođenja,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",72,uknjiženo,novo,useljivo,2000,5/5
983,75300,"SALAJKA, NOVI SAD",2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",43,uknjiženo,uobičajeno stanje,useljivo,2005,5/5
984,113300,Nova Detelinara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",59,uknjiženo,novo,useljivo,2005,1/5
985,95000,Železnička stanica,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",56,uknjiženo,renovirano,useljivo,2005,4/4
986,132490,Telep,3,podno grejanje,prazno,ima lift (1),"telefon, kablovska",68,u procesu uknjižavanja,u izgradnji,useljivo,2005,visoko
987,103000,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",54,uknjiženo,uobičajeno stanje,useljivo,2011,5/5
988,109180,Bulevar Patrijarha Pavla (Somborski Bulevar),2.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",52,uknjiženo,uobičajeno stanje,useljivo,2010,3/3
989,95600,Podbara,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",58,uknjiženo,uobičajeno stanje,useljivo,1999,4/4
990,210500,Telep,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",87,uknjiženo,uobičajeno stanje,useljivo,2023,visoko
991,78800,Železnička stanica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,uobičajeno stanje,useljivo,2023,1/4
992,113300,Nova Detelinara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2023,1/5
993,130810,Jugovićevo,2.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",66,uknjiženo,uobičajeno stanje,useljivo,2023,3/4
994,103000,Podbara,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",40,uknjiženo,novo,useljivo,2023,6/6
995,60770,Veternik,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",33,uknjiženo,uobičajeno stanje,useljivo,2021,2/2
996,91000,Telep,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",55,uknjiženo,uobičajeno stanje,useljivo,2010,prizemlje/3
997,154500,Salajka,3,grejanje na gas,polunamešteno,ima lift (1),"telefon, kablovska",75,uknjiženo,novo,useljivo,2010,2/3
998,105060,Adice,3.5,grejanje na gas,polunamešteno,ima lift (1),"telefon, kablovska",68,u procesu uknjižavanja,novo,useljivo,2010,2/2
999,64990,JANKA CMELIKA,1,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",25,u procesu uknjižavanja,novo,useljivo,2010,2/2
1000,149350,KORNELIJA STANKOVICA,4,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",99,u procesu uknjižavanja,novo,useljivo,2010,2/2
1001,191500,Salajka,4,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",88,u procesu uknjižavanja,novo,useljivo,2020,3/4
1002,165500,Salajka,4,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",76,u procesu uknjižavanja,novo,useljivo,2020,potkrovlje/4
1003,92700,Bulevar Oslobođenja,1,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",30,u procesu uknjižavanja,novo,useljivo,2020,1/7
1004,111110,Bulevar Patrijarha Pavla (Somborski Bulevar),2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",43,uknjiženo,novo,useljivo,2020,1/3
1005,76220,Salajka,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",30,uknjiženo,novo,useljivo,2020,visoko
1006,100940,Vojvode Šupljikca,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",70,uknjiženo,novo,useljivo,2020,3/3
1007,72000,Bulevar Oslobođenja,0.5,centralno grejanje,namešteno,ima lift (1),"klima, veš mašina, kuhinjski elementi, frižider, rerna, plakar",29,uknjiženo,renovirano,useljivo,2020,1/5
1008,85000,Slobodana Bajica 28,1.5,centralno grejanje,namešteno,ima lift (1),"kablovska, klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, plakar, ugradni plakar",44,u procesu uknjižavanja,renovirano,useljivo,2010,4/4
1009,149600,Koste Šokice,3,centralno grejanje,prazno,ima lift (1),video nadzor,110,uknjiženo,novo,useljivo,2010,1/4
1010,91440,Salajka,1.5,centralno grejanje,prazno,ima lift (1),video nadzor,36,uknjiženo,novo,useljivo,2010,visoko
1011,92700,Novo Naselje,2,centralno grejanje,prazno,ima lift (1),video nadzor,55,uknjiženo,novo,useljivo,1980,3/4
1012,40990,"ADICE, NOVI SAD",0.5,centralno grejanje,prazno,ima lift (1),video nadzor,27,uknjiženo,u izgradnji,useljivo,2019,visoko
1013,77250,Šarengrad,1,centralno grejanje,prazno,ima lift (1),video nadzor,40,uknjiženo,u izgradnji,useljivo,2000,2/4
1014,104000,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),video nadzor,56,uknjiženo,u izgradnji,useljivo,2012,visoko
