,Price(EUR),Location,Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor
843,61800,Novo Naselje,Novo Naselje,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",28,uknjiženo,uobičajeno stanje,useljivo,2012,visoko
844,149550, Stari Grad,Novi Sad - Centar,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",66,uknjiženo,u izgradnji,useljivo,2022,3/5
845,149350, Rotkvarija,Socijalno,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, video nadzor, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, rerna, šporet, ležaj, plakar",77,uknjiženo,u izgradnji,useljivo,2022,2/3
846,149350, Liman,Ive Andrića,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, video nadzor, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, rerna, šporet, ležaj, plakar",58,uknjiženo,uobičajeno stanje,useljivo,2022,2/3
847,72100,Adice,Adice,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",41,uknjiženo,novo,useljivo,2020,potkrovlje/2
848,87600,Grbavica,Grbavica,1,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska, TV, klima, kuhinjski elementi, frižider, rerna, plakar",38,uknjiženo,održavano,useljivo,2020,1/4
849,103000,Grbavica,Grbavica,1,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",27,uknjiženo,novo,useljivo,2020,4.
850,91900,Grbavica,Grbavica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",51,uknjiženo,novo,useljivo,2020,5.
851,90640, Detelinara,Nova Detelinara,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",47,uknjiženo,uobičajeno stanje,useljivo,2020,2/5
852,106100, Detelinara,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",53,uknjiženo,uobičajeno stanje,useljivo,2020,3/5
853,97850,Sajmište,"SAJAM, NOVI SAD",2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",37,uknjiženo,uobičajeno stanje,useljivo,2020,5/7
854,154500, Detelinara,"NOVA DETELINARA, NOVI SAD",3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",82,uknjiženo,uobičajeno stanje,useljivo,2020,4/6
855,56650, Banatić,"ZELEZNICKA STANICA, NOVI SAD",0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",22,uknjiženo,uobičajeno stanje,useljivo,2020,5/6
856,163200, Detelinara,Veselina Masleše,3.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",68,uknjiženo,uobičajeno stanje,useljivo,2020,5/6
857,61700,Novo Naselje,Novo Naselje,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",28,uknjiženo,uobičajeno stanje,useljivo,2016,visoko
858,123500,Adice,Adice,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",64,uknjiženo,uobičajeno stanje,useljivo,2020,prizemlje/2
859,162700,Bulevar Oslobođenja,Bulevar Oslobođenja,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",53,uknjiženo,uobičajeno stanje,useljivo,1967,visoko
860,56650, Banatić,Železnička stanica,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",22,uknjiženo,uobičajeno stanje,useljivo,2000,5/5
861,141550, Telep,Južni Telep,3,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, TV, klima, veš mašina, frižider, šporet, ležaj",67,uknjiženo,u izgradnji,useljivo,2000,2/2
862,139050,Detelinara,Detelinara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",74,uknjiženo,novo,useljivo,2000,5/6
863,169950, Adamovićevo Naselje,Cara Dušana,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",48,uknjiženo,novo,useljivo,2000,4/5
864,63650, Detelinara,Nova Detelinara,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",24,uknjiženo,renovirano,useljivo,2000,visoko
865,322000,Bulevar Evrope,Bulevar Evrope,5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",145,uknjiženo,u izgradnji,useljivo,2022,2/2
866,322000,Bulevar Evrope,Bulevar Evrope,5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",192,uknjiženo,u izgradnji,useljivo,2022,1/2
867,234800,Bulevar Evrope,Bulevar Evrope,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",133,uknjiženo,u izgradnji,useljivo,2022,prizemlje/2
868,210600,Bulevar Evrope,Bulevar Evrope,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",92,uknjiženo,u izgradnji,useljivo,2022,prizemlje/2
869,106000, Rotkvarija,Socijalno,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",45,uknjiženo,u izgradnji,useljivo,2022,1/4
870,135050,Klisa,Klisa,4,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",88,uknjiženo,novo,useljivo,2022,1/4
871,146878,Novo Naselje,Novo Naselje,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",92,uknjiženo,uobičajeno stanje,useljivo,1996,2/4
872,133900, Adamovićevo Naselje,Cara Dušana,2.5,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon",65,uknjiženo,uobičajeno stanje,useljivo,2010,1/5
873,84000, Stari Grad,Matice srpske,1,grejanje na gas,namešteno,ima lift (1),"kablovska, internet, interfon",28,uknjiženo,uobičajeno stanje,useljivo,2010,prizemlje
874,120000,Telep,Desanke Maksimović,3.5,etažno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",64,nije uknjiženo,uobičajeno stanje,useljivo,2010,prizemlje
875,129780, Liman,Liman 3,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",73,uknjiženo,uobičajeno stanje,useljivo,2010,8/9
876,106000, Rotkvarija,Socijalno,1.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",45,uknjiženo,uobičajeno stanje,useljivo,2010,1/4
877,133900,Grbavica,Grbavica,3.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",111,uknjiženo,uobičajeno stanje,useljivo,2010,6/6
878,60770,Adice,Adice,2,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon",63,uknjiženo,uobičajeno stanje,useljivo,2010,2/2
879,46350,Bulevar Evrope,Bulevar Evrope,1.5,grejanje na struju,namešteno,ima lift (1),"kablovska, internet, interfon",30,uknjiženo,uobičajeno stanje,useljivo,2010,suteren/4
880,85490,Detelinara,Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",62,uknjiženo,uobičajeno stanje,useljivo,2010,4/4
881,82400,Grbavica,Grbavica,1.5,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",40,uknjiženo,uobičajeno stanje,useljivo,2010,4/4
882,108150,Novo Naselje,Novo Naselje,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",60,uknjiženo,uobičajeno stanje,useljivo,2010,4/4
883,115800, Detelinara,JANKA VESELINOVICA,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",45,uknjiženo,uobičajeno stanje,useljivo,2010,4/4
884,128550,Podbara,Podbara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",78,uknjiženo,uobičajeno stanje,useljivo,2010,4/5
885,157100,Bulevar Oslobođenja,Bulevar Oslobođenja,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",68,uknjiženo,uobičajeno stanje,useljivo,2010,1/5
886,92700,Sajmište,jovana hranilovica,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",48,uknjiženo,novo,useljivo,2010,3/3
887,125000, Liman,Liman 3,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",70,uknjiženo,novo,useljivo,2010,4/4
888,145230,Podbara,djordja rajkovica,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",61,uknjiženo,novo,useljivo,2010,1/5
889,133900,Bulevar Evrope,Bulevar Evrope,2.5,centralno grejanje,prazno,ima lift (2),"telefon, kablovska, klima",62,uknjiženo,novo,useljivo,2010,8/13
890,55650, Telep,adi endrea,1,grejanje na struju,namešteno,ima lift (2),"telefon, kablovska, klima",25,uknjiženo,novo,useljivo,2010,2/3
891,113300, Stari Grad,"CENTAR, NOVI SAD",2,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska, klima",44,uknjiženo,u izgradnji,useljivo,2010,1/4
892,220620,Grbavica,"GRBAVICA, NOVI SAD",5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",157,uknjiženo,uobičajeno stanje,useljivo,2006,5/5
893,134930, Rotkvarija,Socijalno,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",57,uknjiženo,uobičajeno stanje,useljivo,2006,3/3
894,94760,Telep,Telep,2,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2006,2/3
895,494400,Bulevar Oslobođenja,Bulevar Oslobođenja,4,centralno grejanje,namešteno,ima lift (1),klima,150,uknjiženo,uobičajeno stanje,useljivo,2006,1/3
896,151400, Liman,ive andrica,3,centralno grejanje,prazno,ima lift (1),klima,58,uknjiženo,renovirano,useljivo,2006,1/6
897,113300, Stari Grad,Novi Sad - Centar,1.5,centralno grejanje,prazno,ima lift (1),klima,44,uknjiženo,u izgradnji,useljivo,2006,visoko
898,133900, Stari Grad,Kej,2.5,centralno grejanje,prazno,ima lift (1),klima,60,uknjiženo,u izgradnji,useljivo,2006,2/6
899,206000, Stari Grad,stevana milovanova,2.5,centralno grejanje,prazno,ima lift (1),klima,80,uknjiženo,renovirano,useljivo,2006,1/4
900,136270,Bulevar Evrope,Bulevar Evrope,2.5,grejanje na gas,prazno,ima lift (1),klima,49,uknjiženo,renovirano,useljivo,2006,4/5
901,113300, Stari Grad,PIONIRSKA,1.5,centralno grejanje,prazno,ima lift (1),klima,44,uknjiženo,renovirano,useljivo,2006,4/5
902,61800, Stari Grad,Novi Sad - Centar,2,centralno grejanje,namešteno,ima lift (1),"kablovska, TV, klima, veš mašina, frižider, šporet, ležaj",57,uknjiženo,renovirano,useljivo,2006,4/5
903,89600, Detelinara,Nova Detelinara,1.5,centralno grejanje,prazno,ima lift (1),"kablovska, TV, klima, veš mašina, frižider, šporet, ležaj",42,uknjiženo,renovirano,useljivo,2006,3/5
904,143580,Novo Naselje,Novo Naselje,4,centralno grejanje,prazno,ima lift (1),"kablovska, TV, klima, veš mašina, frižider, šporet, ležaj",90,uknjiženo,uobičajeno stanje,useljivo,2006,3/4
905,145520,Novo Naselje,Novo Naselje,4,centralno grejanje,prazno,ima lift (1),"kablovska, TV, klima, veš mašina, frižider, šporet, ležaj",91,uknjiženo,uobičajeno stanje,useljivo,2006,2/4
906,149350, Liman,Liman 4,2.5,centralno grejanje,prazno,ima lift (1),"kablovska, TV, klima, veš mašina, frižider, šporet, ležaj",58,uknjiženo,uobičajeno stanje,useljivo,1987,1/7
907,128750,Podbara,Kosovska,3,centralno grejanje,prazno,ima lift (1),"interfon, klima",76,uknjiženo,uobičajeno stanje,useljivo,1987,3.
908,189000,Sajmište,Sajmište,3,grejanje na gas,prazno,ima lift (1),klima,68,uknjiženo,novo,useljivo,2021,7.
909,133080,Podbara,Podbara,3,centralno grejanje,prazno,ima lift (1),klima,68,uknjiženo,novo,useljivo,2021,prizemlje/6
910,142600, Novo Naselje,Šarengrad,3.5,centralno grejanje,prazno,ima lift (1),klima,91,uknjiženo,novo,useljivo,1995,1/4
911,77500,Grbavica,Grbavica,0.5,centralno grejanje,prazno,ima lift (1),klima,25,uknjiženo,novo,useljivo,2006,visoko
912,113300, Detelinara,"NOVA DETELINARA, NOVI SAD",2.5,centralno grejanje,prazno,ima lift (1),klima,59,uknjiženo,uobičajeno stanje,useljivo,2005,1/6
913,110000, Rotkvarija,Socijalno,2,centralno grejanje,prazno,ima lift (1),klima,65,uknjiženo,renovirano,useljivo,2005,1/2
914,32000,Vidovdansko Naselje,Vidovdansko Naselje,0.5,podno grejanje,prazno,ima lift (1),"kuhinjski elementi, frižider, zamrzivač, rerna, ležaj",13,uknjiženo,renovirano,useljivo,2000,2/2
915,85000,Bulevar Evrope,Bulevar Evrope,1.5,centralno grejanje,prazno,ima lift (1),"kuhinjski elementi, frižider, zamrzivač, rerna, ležaj",37,uknjiženo,renovirano,useljivo,2000,2/2
916,156900,Bulevar Oslobođenja,Bulevar Oslobođenja,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",68,uknjiženo,renovirano,useljivo,2000,1/5
917,157100,Bulevar Oslobođenja,Bulevar Oslobođenja,3,centralno grejanje,prazno,ima lift (1),"interfon, klima",68,uknjiženo,renovirano,useljivo,2000,1/5
918,123600,Adice,Adice,3.5,centralno grejanje,prazno,ima lift (1),"interfon, klima",64,uknjiženo,uobičajeno stanje,useljivo,2018,prizemlje/2
919,113300, Stari Grad,Novi Sad - Centar,1.5,centralno grejanje,prazno,ima lift (1),"interfon, klima",44,uknjiženo,uobičajeno stanje,useljivo,1962,visoko
920,113300, Stari Grad,Novi Sad - Centar,2,centralno grejanje,prazno,ima lift (1),"interfon, klima",44,uknjiženo,uobičajeno stanje,useljivo,1962,visoko
921,45000,Bulevar Evrope,Bulevar Evrope,1.5,grejanje na struju,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",30,uknjiženo,novo,useljivo,2020,suteren/4
922,191580, Liman,Liman 4,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",93,uknjiženo,novo,useljivo,2020,5/7
923,206000, Podbara,Beogradski Kej,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",80,uknjiženo,renovirano,useljivo,2020,1/4
924,110000, Stari Grad,Pionirska,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",44,uknjiženo,renovirano,useljivo,2020,visoko
925,155000,Adamovićevo Naselje,Aranj Janoša,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",57,nije uknjiženo,novo,useljivo,2020,5/7
926,192600, Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),3.5,podno grejanje,prazno,ima lift (1),"kablovska, klima",85,nije uknjiženo,u izgradnji,useljivo,2020,1/2
927,189100, Stari Grad,"CENTAR, NOVI SAD",3,centralno grejanje,prazno,ima lift (1),"kablovska, klima",102,nije uknjiženo,uobičajeno stanje,useljivo,1933,1/2
928,149350, Liman,"LIMAN 4, NOVI SAD",3,centralno grejanje,prazno,ima lift (1),"kablovska, klima",58,nije uknjiženo,uobičajeno stanje,useljivo,1982,1/5
929,87550,Grbavica,Grbavica,1.5,centralno grejanje,prazno,ima lift (1),"kablovska, klima",39,uknjiženo,uobičajeno stanje,useljivo,2022,visoko
930,44300, Novo Naselje,Satelit,1,centralno grejanje,prazno,ima lift (1),"kablovska, klima",25,uknjiženo,uobičajeno stanje,useljivo,2000,5/5
931,30900,Bulevar Evrope,Bulevar Evrope,0.5,grejanje na struju,prazno,ima lift (1),"kablovska, klima",12,uknjiženo,uobičajeno stanje,useljivo,2009,prizemlje/5
932,154500,Grbavica,Danila Kiša,2,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",56,uknjiženo,novo,useljivo,2009,4/5
933,164440,Grbavica,alekse šantića,4,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",72,uknjiženo,novo,useljivo,2009,6/6
934,235950,Bulevar Evrope,Bulevar Evrope,3.5,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",97,uknjiženo,u izgradnji,useljivo,2021,prizemlje/2
935,320800,Bulevar Evrope,Bulevar Evrope,4.5,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",132,uknjiženo,u izgradnji,useljivo,2021,1/2
936,322650,Bulevar Evrope,Bulevar Evrope,4.5,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",133,uknjiženo,u izgradnji,useljivo,2021,2/2
937,154500, Sremska Kamenica,Tatarsko Brdo,4,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",160,uknjiženo,u izgradnji,useljivo,2021,4/5
938,113300, Stari Grad,Novi Sad - Centar,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",44,uknjiženo,renovirano,useljivo,2021,4/5
939,95300,Detelinara,Veselina Masleše,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",65,nije uknjiženo,uobičajeno stanje,useljivo,2021,4/5
940,151410, Liman,Liman 4,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",58,uknjiženo,uobičajeno stanje,useljivo,2021,1/6
941,82400,Telep,Đorđa Lebovića,2,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",44,uknjiženo,novo,useljivo,2021,2/2
942,121540,Sajmište,Slobodana Bajića,3,grejanje na gas,prazno,ima lift (1),"telefon, interfon",59,nije uknjiženo,novo,useljivo,2021,2/3
943,195700,Adamovićevo Naselje,Cara Dušana,4,grejanje na gas,prazno,ima lift (1),"telefon, klima",95,nije uknjiženo,novo,useljivo,2021,5.
944,79300,Detelinara,Rumenački put,2,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",48,uknjiženo,novo,useljivo,2021,3.
945,100940,Rotkvarija,Vojvode Šupljikca,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",70,uknjiženo,uobičajeno stanje,useljivo,2021,3/3
946,170700,Adamovićevo Naselje,Adamovićevo Naselje,3.5,grejanje na gas,prazno,ima lift (1),telefon,88,nije uknjiženo,novo,useljivo,2021,3/3
947,140900,Adamovićevo Naselje,Adamovićevo Naselje,3.5,grejanje na gas,prazno,ima lift (1),telefon,73,nije uknjiženo,novo,useljivo,2021,3/3
948,173750,Adamovićevo Naselje,Adamovićevo Naselje,3.5,grejanje na gas,prazno,ima lift (1),telefon,90,nije uknjiženo,novo,useljivo,2021,3/3
949,178300,Adamovićevo Naselje,Adamovićevo Naselje,3.5,grejanje na gas,prazno,ima lift (1),telefon,92,nije uknjiženo,novo,useljivo,2021,3/3
950,127300,Adamovićevo Naselje,Adamovićevo Naselje,3.5,grejanje na gas,prazno,ima lift (1),telefon,66,nije uknjiženo,novo,useljivo,2021,3/3
951,247000, Stari Grad,Novi Sad - Centar,4,grejanje na gas,prazno,ima lift (1),telefon,106,uknjiženo,u izgradnji,useljivo,2006,1/2
952,76200,Salajka,Salajka,1.5,grejanje na gas,prazno,ima lift (1),telefon,37,uknjiženo,uobičajeno stanje,useljivo,2011,2/3
953,151410, Liman,Liman 4,2.5,centralno grejanje,prazno,ima lift (1),telefon,58,uknjiženo,renovirano,useljivo,2011,2/3
954,81370,Detelinara,Molijerova,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon",47,uknjiženo,uobičajeno stanje,useljivo,2011,4/4
955,278100, Stari Grad,Jovana Đorđevića,4,centralno grejanje,prazno,ima lift (1),telefon,119,uknjiženo,uobičajeno stanje,useljivo,2011,visoko
956,55650,Bulevar Evrope,Bulevar Evrope,0.5,grejanje na struju,namešteno,ima lift (1),"Poslovni nameštaj, telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, mikrotalasna rerna, rerna, plakar",25,uknjiženo,renovirano,useljivo,2011,2/4
957,257500, Stari Grad,Kej,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",83,uknjiženo,renovirano,useljivo,2011,visoko
958,180250, Stari Grad,Novi Sad - Centar,3,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",77,uknjiženo,renovirano,useljivo,2011,visoko
959,145200,Podbara,Podbara,3,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",61,uknjiženo,u izgradnji,useljivo,2011,1/5
960,151410, Liman,Liman 4,2.5,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska, kuhinjski elementi",58,uknjiženo,renovirano,useljivo,2011,1/6
961,113300, Stari Grad,Novi Sad - Centar,2,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska, kuhinjski elementi",44,uknjiženo,uobičajeno stanje,useljivo,2011,visoko
962,180250, Stari Grad,Novi Sad - Centar,3,centralno grejanje,polunamešteno,ima lift (1),"Poslovni nameštaj, telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",77,uknjiženo,renovirano,useljivo,2011,2/3
963,103000,Detelinara,MILENKA GRCICA,2.5,centralno grejanje,polunamešteno,ima lift (1),"Poslovni nameštaj, telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",53,uknjiženo,renovirano,useljivo,2011,2/3
964,136600,Adamovićevo Naselje,Adamovićevo Naselje,2,centralno grejanje,prazno,ima lift (1),"video nadzor, interfon, klima",54,uknjiženo,novo,useljivo,2021,4/6
965,149350, Liman,"LIMAN 4, NOVI SAD",3,centralno grejanje,prazno,ima lift (1),"video nadzor, interfon, klima",58,uknjiženo,novo,useljivo,2021,1/7
966,46350,Telep,"TELEP, NOVI SAD",0.5,grejanje na gas,prazno,ima lift (1),"video nadzor, interfon, klima",23,uknjiženo,novo,useljivo,2021,prizemlje/4
967,87500,Sajmište,Sajmište,1.5,centralno grejanje,prazno,ima lift (1),"video nadzor, interfon, klima",44,uknjiženo,uobičajeno stanje,useljivo,2014,3/3
968,92700,Bulevar Oslobođenja,Bulevar Oslobođenja,1.5,centralno grejanje,prazno,ima lift (1),"video nadzor, interfon, klima",30,uknjiženo,uobičajeno stanje,useljivo,2004,1/7
969,90000,Rotkvarija,Kraljevića Marka 28,1.5,centralno grejanje,prazno,ima lift (2),"telefon, kablovska, video nadzor, ventilacija",37,uknjiženo,novo,useljivo,2020,visoko
970,106000, Rotkvarija,Socijalno,1.5,centralno grejanje,prazno,ima lift (2),"telefon, kablovska, video nadzor, ventilacija",45,uknjiženo,uobičajeno stanje,useljivo,2020,1/4
971,92700, Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),2,grejanje na gas,prazno,ima lift (2),"telefon, kablovska, video nadzor, ventilacija",52,uknjiženo,uobičajeno stanje,useljivo,2020,5/5
972,251120,Grbavica,Gogoljeva,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",106,uknjiženo,novo,useljivo,2020,2/5
973,101000,Grbavica,Lasla Gala,2,centralno grejanje,prazno,ima lift (1),video nadzor,49,uknjiženo,uobičajeno stanje,useljivo,2020,5/6
974,95300, Detelinara,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),video nadzor,65,uknjiženo,uobičajeno stanje,useljivo,2006,5/5
975,92700, Rotkvarija,Socijalno,0.5,centralno grejanje,prazno,ima lift (1),video nadzor,30,uknjiženo,uobičajeno stanje,useljivo,2006,1/5
976,113300, Stari Grad,Novi Sad - Centar,2,centralno grejanje,prazno,ima lift (1),video nadzor,44,uknjiženo,uobičajeno stanje,useljivo,2006,prizemlje/4
977,97850, Detelinara,Nova Detelinara,1.5,centralno grejanje,prazno,ima lift (1),video nadzor,37,uknjiženo,uobičajeno stanje,useljivo,2006,5/6
978,63650, Detelinara,Nova Detelinara,0.5,centralno grejanje,prazno,ima lift (1),video nadzor,24,uknjiženo,uobičajeno stanje,useljivo,2006,prizemlje/3
979,54590, Podbara,jug bogdana,0.5,centralno grejanje,namešteno,ima lift (1),video nadzor,21,uknjiženo,uobičajeno stanje,useljivo,2006,5/6
980,146880, Novo Naselje,Šarengrad,4,centralno grejanje,prazno,ima lift (1),video nadzor,92,uknjiženo,uobičajeno stanje,useljivo,2006,2/4
981,54080, Telep,petefi sandora,0.5,etažno grejanje,prazno,ima lift (1),video nadzor,21,uknjiženo,uobičajeno stanje,useljivo,2006,2/3
982,63650, Detelinara,Nova Detelinara,0.5,centralno grejanje,prazno,ima lift (1),video nadzor,24,uknjiženo,novo,useljivo,2006,visoko
983,113300, Stari Grad,pionirska,2,centralno grejanje,prazno,ima lift (1),video nadzor,44,uknjiženo,novo,useljivo,2006,1/4
984,1,Grbavica,Grbavica,2,centralno grejanje,prazno,ima lift (1),video nadzor,62,uknjiženo,novo,useljivo,2008,6/7
985,464000, Stari Grad,Kej,3,centralno grejanje,prazno,ima lift (1),klima,123,uknjiženo,novo,useljivo,2008,2.
986,115870, Detelinara,"NOVA DETELINARA, NOVI SAD",2,centralno grejanje,prazno,ima lift (1),klima,45,uknjiženo,uobičajeno stanje,useljivo,2017,2/5
987,157070,Bulevar Oslobođenja,"BULEVAR, NOVI SAD",3,centralno grejanje,prazno,ima lift (1),klima,68,uknjiženo,uobičajeno stanje,useljivo,2004,1/5
988,97850, Sajmište,micurinova,1.5,centralno grejanje,prazno,ima lift (1),klima,37,uknjiženo,renovirano,useljivo,2004,5/6
989,43800,Telep,Telep,1,grejanje na gas,prazno,ima lift (1),klima,21,uknjiženo,uobičajeno stanje,useljivo,2007,prizemlje/2
990,133900,Grbavica,Grbavica,4,centralno grejanje,prazno,ima lift (1),klima,111,uknjiženo,novo,useljivo,2007,6/6
991,63650,Sajmište,branka bajica,0.5,centralno grejanje,namešteno,ima lift (1),klima,24,uknjiženo,novo,useljivo,2007,visoko
992,94560,Avijatičarsko Naselje,VESELINA MASLESE,2,centralno grejanje,namešteno,ima lift (1),klima,51,uknjiženo,novo,useljivo,2007,visoko
993,218350, Rotkvarija,DJURDJA BRANKOVICA,4,centralno grejanje,namešteno,ima lift (1),klima,86,uknjiženo,novo,useljivo,2007,visoko
994,147320,Adice,Adice,4,grejanje na gas,prazno,ima lift (1),telefon,89,nije uknjiženo,u izgradnji,useljivo,2007,2/2
995,69900, Detelinara,Nova Detelinara,1,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",28,uknjiženo,u izgradnji,useljivo,2007,2/5
996,254400,Grbavica,Grbavica,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",130,uknjiženo,novo,useljivo,2007,3/4
997,108150, Detelinara,Nova Detelinara,1.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",45,uknjiženo,novo,useljivo,2007,2/6
998,95710,Sajlovo,Sajlovo,1.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",62,uknjiženo,u izgradnji,useljivo,2007,prizemlje/1
999,126900,Telep,Telep,2.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",63,uknjiženo,u izgradnji,useljivo,2023,1/3
1000,84150,Telep,Telep,1.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,u izgradnji,useljivo,2023,visoko
