Index,Price(EUR),Location,Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor,YearOfBuildWasNan
164,86520,Novo Naselje,Novo Naselje,1.5,centralno grejanje,namešteno,ima lift (1),klima,40,uknjiženo,uobičajeno stanje,useljivo,1980.0,visoko,0
165,129200,Podbara,Podbara,3.0,centralno grejanje,namešteno,ima lift (1),klima,76,uknjiženo,uobičajeno stanje,useljivo,1980.0,3,0
166,96730,Adice,Adice,3.0,podno grejanje,prazno,ima lift (1),Kanalizacija,63,uknjiženo,novo,useljivo,1980.0,prizemlje,0
167,166600,Grbavica,Grbavica,4.5,podno grejanje,prazno,ima lift (1),Kanalizacija,117,uknjiženo,uobičajeno stanje,useljivo,1980.0,6,0
168,231700,Grbavica,Grbavica,3.5,podno grejanje,prazno,ima lift (1),Kanalizacija,107,uknjiženo,uobičajeno stanje,useljivo,1980.0,4,0
169,220600,Grbavica,Grbavica,5.0,podno grejanje,prazno,ima lift (1),Kanalizacija,157,uknjiženo,uobičajeno stanje,useljivo,1980.0,5,0
170,153470,Novo Naselje,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),Kanalizacija,62,uknjiženo,uobičajeno stanje,useljivo,1980.0,4,0
171,119000,Novo Naselje,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),Kanalizacija,65,uknjiženo,uobičajeno stanje,useljivo,1980.0,prizemlje,0
172,94550,Liman,Rare_var,1.0,centralno grejanje,prazno,ima lift (1),Kanalizacija,34,uknjiženo,uobičajeno stanje,useljivo,1980.0,5,0
173,112700,Adice,Adice,4.0,grejanje na gas,prazno,ima lift (1),Kanalizacija,73,uknjiženo,u izgradnji,useljivo,2023.0,5,0
174,129700,Adice,Adice,5.0,grejanje na gas,prazno,ima lift (1),Kanalizacija,84,uknjiženo,u izgradnji,useljivo,2023.0,1,0
175,106600,Adice,Adice,4.0,grejanje na gas,prazno,ima lift (1),Kanalizacija,69,uknjiženo,u izgradnji,useljivo,2023.0,1,0
176,112700,Adice,Adice,4.0,grejanje na gas,prazno,ima lift (1),Kanalizacija,73,uknjiženo,u izgradnji,useljivo,2023.0,1,0
177,87500,Telep,Telep,2.0,grejanje na gas,prazno,ima lift (1),Kanalizacija,61,uknjiženo,uobičajeno stanje,useljivo,1970.0,2,0
178,34500,Sajmište,Sajmište,0.5,grejanje na struju,namešteno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",17,uknjiženo,renovirano,useljivo,2010.0,Rare_var,0
179,144200,Detelinara,Nova Detelinara,4.5,centralno grejanje,prazno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",98,uknjiženo,renovirano,useljivo,2011.0,3,0
180,194670,Detelinara,Nova Detelinara,3.0,centralno grejanje,prazno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",76,uknjiženo,renovirano,useljivo,2018.0,2,0
181,121540,Bulevar Evrope,Bulevar Evrope,3.5,grejanje na gas,prazno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",75,uknjiženo,renovirano,useljivo,2018.0,3,0
182,113300,Banatić,Železnička stanica,3.5,centralno grejanje,prazno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",78,uknjiženo,renovirano,useljivo,2018.0,5,0
183,48930,Podbara,Podbara,1.0,centralno grejanje,prazno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",28,uknjiženo,renovirano,useljivo,1961.0,4,0
184,247200,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),4.0,grejanje na gas,prazno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",95,uknjiženo,novo,useljivo,1961.0,2,0
185,82000,Stari Grad,Centar,2.0,centralno grejanje,prazno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",64,uknjiženo,u izgradnji,useljivo,2020.0,visoko,0
186,141630,Liman,Liman 3,2.0,centralno grejanje,prazno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",62,uknjiženo,u izgradnji,useljivo,2020.0,visoko,0
187,121550,Telep,Telep,3.0,grejanje na gas,prazno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",54,u procesu uknjižavanja,u izgradnji,useljivo,2020.0,4,0
188,141550,Telep,Telep,3.0,grejanje na gas,prazno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",67,u procesu uknjižavanja,u izgradnji,useljivo,2020.0,2,0
189,180360,Salajka,Salajka,3.5,grejanje na gas,prazno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",89,uknjiženo,u izgradnji,useljivo,2020.0,4,0
190,141630,Liman,Liman 3,2.0,centralno grejanje,prazno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",62,uknjiženo,u izgradnji,useljivo,2020.0,1,0
191,77250,Rotkvarija,Socijalno,0.5,grejanje na gas,namešteno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",25,uknjiženo,u izgradnji,useljivo,2020.0,3,0
192,153950,Novo Naselje,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",62,uknjiženo,u izgradnji,useljivo,2020.0,3,0
193,195700,Stari Grad,Rare_var,3.0,grejanje na struju,namešteno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",121,uknjiženo,u izgradnji,useljivo,2020.0,3,0
194,92700,Rotkvarija,Socijalno,0.5,centralno grejanje,namešteno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",30,uknjiženo,renovirano,useljivo,2020.0,1,0
195,309000,Stari Grad,Centar,4.5,centralno grejanje,namešteno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",143,uknjiženo,renovirano,useljivo,2000.0,3,0
196,149400,Podbara,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",71,uknjiženo,renovirano,useljivo,2000.0,3,0
197,157000,Bulevar Oslobođenja,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"veš mašina, kuhinjski elementi, frižider, ležaj, plakar",68,uknjiženo,renovirano,useljivo,2000.0,3,0
198,72600,Adice,Adice,2.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",47,uknjiženo,novo,useljivo,2020.0,visoko,0
199,85000,Detelinara,Nova Detelinara,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",38,uknjiženo,uobičajeno stanje,useljivo,2020.0,4,0
200,131840,Podbara,Podbara,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",67,uknjiženo,uobičajeno stanje,useljivo,2020.0,1,0
201,144200,Stari Grad,Centar,4.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",94,uknjiženo,uobičajeno stanje,useljivo,2015.0,4,0
202,154500,Novo Naselje,Novo Naselje,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",68,uknjiženo,uobičajeno stanje,useljivo,2015.0,5,0
203,86520,Adice,Adice,2.0,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",42,uknjiženo,uobičajeno stanje,useljivo,2015.0,3,0
204,69530,Veternik,Veternička Rampa,2.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",45,u procesu uknjižavanja,u izgradnji,useljivo,2015.0,2,0
205,153470,Banatić,Železnička stanica,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",67,uknjiženo,renovirano,useljivo,2015.0,2,0
206,131840,Podbara,Podbara,3.0,etažno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",67,uknjiženo,uobičajeno stanje,useljivo,2015.0,1,0
207,66950,Adice,Adice,2.0,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",41,uknjiženo,uobičajeno stanje,useljivo,2015.0,2,0
208,118100,Avijatičarsko Naselje,Avijatičarsko Naselje,4.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",73,uknjiženo,uobičajeno stanje,useljivo,2021.0,1,0
209,96400,Rotkvarija,Socijalno,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",36,uknjiženo,uobičajeno stanje,useljivo,2000.0,1,0
210,65920,Podbara,Podbara,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",30,uknjiženo,uobičajeno stanje,useljivo,2000.0,6,0
211,69530,Adice,Adice,2.5,grejanje na struju,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,uobičajeno stanje,useljivo,2022.0,2,0
212,108150,Bulevar Oslobođenja,Bulevar Oslobođenja,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",60,uknjiženo,uobičajeno stanje,useljivo,2008.0,1,0
213,31000,Telep,Rare_var,0.5,podno grejanje,prazno,ima lift (1),"telefon, kablovska",18,uknjiženo,novo,useljivo,2008.0,1,0
214,119590,Adamovićevo Naselje,Cara Dušana,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",43,uknjiženo,renovirano,useljivo,2008.0,prizemlje,0
215,103000,Stari Grad,Centar,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",44,uknjiženo,uobičajeno stanje,useljivo,1999.0,3,0
216,26780,Rare_var,Rare_var,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",14,uknjiženo,uobičajeno stanje,useljivo,1999.0,5,0
217,153470,Banatić,Železnička stanica,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",67,uknjiženo,uobičajeno stanje,useljivo,1999.0,2,0
218,103000,Stari Grad,Kej Žrtava Racije,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",50,uknjiženo,uobičajeno stanje,useljivo,1999.0,5,0
219,92700,Novo Naselje,Bistrica,1.5,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska",47,uknjiženo,uobičajeno stanje,useljivo,1999.0,1,0
220,97850,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",52,uknjiženo,uobičajeno stanje,useljivo,2017.0,1,0
221,51500,Detelinara,Rare_var,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",24,uknjiženo,uobičajeno stanje,useljivo,2007.0,1,0
222,119590,Adamovićevo Naselje,Cara Dušana,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",43,uknjiženo,uobičajeno stanje,useljivo,2007.0,prizemlje,0
223,123600,Telep,Telep,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",64,uknjiženo,novo,useljivo,2007.0,prizemlje,0
224,58700,Sajmište,Sajmište,3.5,centralno grejanje,namešteno,ima lift (1),Rare_var,20,uknjiženo,novo,useljivo,2007.0,2,0
225,75190,Bulevar Oslobođenja,Bulevar Oslobođenja,1.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",33,uknjiženo,novo,useljivo,2007.0,3,0
226,90150,Stari Grad,Rare_var,1.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",34,uknjiženo,novo,useljivo,2007.0,3,0
227,103000,Rotkvarija,Socijalno,2.0,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",44,uknjiženo,uobičajeno stanje,useljivo,2000.0,3,0
228,252508,Rotkvarija,Socijalno,4.0,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon, klima",116,nije uknjiženo,novo,useljivo,2022.0,4,0
229,257810,Rotkvarija,Socijalno,4.0,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon, klima",119,nije uknjiženo,novo,useljivo,2022.0,4,0
230,232500,Sremska Kamenica,Sremska Kamenica,4.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",124,nije uknjiženo,novo,useljivo,2022.0,1,0
231,206331,Sremska Kamenica,Sremska Kamenica,4.5,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon, klima",110,uknjiženo,novo,useljivo,2022.0,1,0
232,89800,Bulevar Evrope,Bulevar Evrope,1.0,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon, klima",42,uknjiženo,novo,useljivo,2022.0,3,0
233,93000,Stari Grad,Centar,1.0,centralno grejanje,prazno,ima lift (1),Rare_var,36,uknjiženo,novo,useljivo,2022.0,3,0
234,45320,Stari Grad,Centar,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",24,uknjiženo,novo,useljivo,2022.0,6,0
235,63860,Detelinara,Rare_var,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",25,uknjiženo,novo,useljivo,2022.0,visoko,0
236,79310,Detelinara,Nova Detelinara,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",47,uknjiženo,novo,useljivo,1970.0,2,0
237,92700,Novo Naselje,Novo Naselje,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",41,uknjiženo,novo,useljivo,2022.0,4,0
238,70820,Grbavica,Grbavica,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",25,uknjiženo,novo,useljivo,2022.0,3,0
239,72600,Adice,Rare_var,2.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, klima",47,uknjiženo,novo,useljivo,2022.0,visoko,0
240,164800,Novo Naselje,Novo Naselje,3.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, klima",76,uknjiženo,uobičajeno stanje,useljivo,1980.0,2,0
241,92700,Telep,Telep,2.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, klima",61,uknjiženo,u izgradnji,useljivo,2015.0,2,0
242,46350,Telep,Telep,0.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, klima",23,uknjiženo,uobičajeno stanje,useljivo,2006.0,prizemlje,0
243,309000,Bulevar Oslobođenja,Bulevar Oslobođenja,5.0,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",202,uknjiženo,novo,useljivo,2011.0,3,0
244,430000,Stari Grad,Kej,5.0,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",208,uknjiženo,novo,useljivo,2018.0,5,0
245,105700,Stari Grad,Centar,2.0,centralno grejanje,prazno,ima lift (1),interfon,57,uknjiženo,uobičajeno stanje,useljivo,1936.0,1,0
246,99500,Grbavica,Rare_var,2.0,centralno grejanje,prazno,ima lift (1),interfon,54,uknjiženo,uobičajeno stanje,useljivo,1936.0,Rare_var,0
247,108000,Sajmište,Sajmište,2.0,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon",60,uknjiženo,uobičajeno stanje,useljivo,1936.0,visoko,0
248,107120,Rare_var,Rare_var,4.0,podno grejanje,prazno,ima lift (1),interfon,80,uknjiženo,u izgradnji,useljivo,1936.0,1,0
249,89720,Adice,Adice,3.0,podno grejanje,prazno,ima lift (1),interfon,67,uknjiženo,u izgradnji,useljivo,1936.0,1,0
251,117830,Salajka,Salajka,3.5,grejanje na gas,prazno,ima lift (1),interfon,65,u procesu uknjižavanja,u izgradnji,useljivo,1936.0,1,0
252,113300,Stari Grad,Rare_var,2.0,centralno grejanje,prazno,ima lift (1),interfon,44,uknjiženo,renovirano,useljivo,1936.0,1,0
253,127800,Detelinara,Nova Detelinara,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",65,u procesu uknjižavanja,u izgradnji,useljivo,1936.0,5,0
254,69000,Novo Naselje,Rare_var,1.5,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska",36,uknjiženo,u izgradnji,useljivo,1936.0,Rare_var,0
255,75000,Stari Grad,Rare_var,1.0,grejanje na gas,namešteno,ima lift (2),"telefon, kablovska",25,uknjiženo,uobičajeno stanje,useljivo,1936.0,3,0
256,60000,Novo Naselje,Rare_var,1.0,grejanje na struju,namešteno,ima lift (2),"telefon, kablovska",28,uknjiženo,uobičajeno stanje,useljivo,1936.0,visoko,0
257,97890,Salajka,Rare_var,2.5,grejanje na gas,prazno,ima lift (2),"telefon, kablovska",54,u procesu uknjižavanja,uobičajeno stanje,useljivo,1936.0,visoko,0
258,77250,Novo Naselje,Rare_var,1.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",55,uknjiženo,uobičajeno stanje,useljivo,1936.0,4,0
259,97850,Detelinara,Rare_var,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",51,uknjiženo,uobičajeno stanje,useljivo,1936.0,4,0
260,108450,Salajka,Salajka,2.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",50,u procesu uknjižavanja,u izgradnji,useljivo,1936.0,visoko,0
261,66950,Adice,Adice,2.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",41,uknjiženo,u izgradnji,useljivo,1936.0,visoko,0
262,136710,Salajka,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",53,u procesu uknjižavanja,u izgradnji,useljivo,1936.0,1,0
263,180360,Salajka,Salajka,3.5,centralno grejanje,namešteno,ima lift (1),Rare_var,89,uknjiženo,novo,useljivo,2020.0,4,0
264,63000,Telep,Rare_var,1.5,etažno grejanje,namešteno,ima lift (1),Rare_var,41,uknjiženo,novo,useljivo,2010.0,2,0
265,105000,Banatić,Rare_var,2.5,centralno grejanje,prazno,ima lift (1),"telefon, internet, interfon",60,uknjiženo,uobičajeno stanje,useljivo,2001.0,prizemlje,0
266,80340,Grbavica,Grbavica,0.5,centralno grejanje,prazno,ima lift (1),"telefon, internet, interfon",30,uknjiženo,novo,useljivo,2001.0,4,0
267,65920,Podbara,Podbara,0.5,grejanje na struju,prazno,ima lift (1),"telefon, kablovska",30,u procesu uknjižavanja,novo,useljivo,2001.0,6,0
268,149560,Stari Grad,Spens,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",66,u procesu uknjižavanja,novo,useljivo,2022.0,3,0
269,36000,Sremska Kamenica,Sremska Kamenica,0.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",26,u procesu uknjižavanja,novo,useljivo,1983.0,3,0
270,87550,Stari Grad,Centar,1.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",39,u procesu uknjižavanja,novo,useljivo,1937.0,2,0
271,146260,Detelinara,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",71,u procesu uknjižavanja,uobičajeno stanje,useljivo,1970.0,visoko,0
272,97900,Salajka,Rare_var,3.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",54,nije uknjiženo,u izgradnji,useljivo,2021.0,2,0
273,123600,Klisa,Rare_var,4.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",120,uknjiženo,u izgradnji,useljivo,1980.0,1,0
274,152300,Telep,Rare_var,3.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",87,uknjiženo,u izgradnji,useljivo,2000.0,2,0
275,131840,Detelinara,Rare_var,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",64,uknjiženo,u izgradnji,useljivo,2010.0,visoko,0
276,130000,Banatić,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",72,uknjiženo,renovirano,useljivo,2010.0,visoko,0
277,101500,Salajka,Rare_var,3.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",56,nije uknjiženo,u izgradnji,useljivo,2020.0,2,0
278,170000,Rare_var,Rare_var,4.0,etažno grejanje,prazno,ima lift (1),"telefon, kablovska",103,nije uknjiženo,u izgradnji,useljivo,2020.0,prizemlje,0
279,192600,Detelinara,Rare_var,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",85,uknjiženo,u izgradnji,useljivo,2010.0,5,0
280,133900,Bulevar Evrope,Bulevar Evrope,2.5,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska",62,uknjiženo,novo,useljivo,2010.0,Rare_var,0
281,153470,Grbavica,Rare_var,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",50,uknjiženo,novo,useljivo,2010.0,6,0
282,215000,Grbavica,Rare_var,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",71,uknjiženo,novo,useljivo,2010.0,5,0
283,119300,Petrovaradin,Rare_var,4.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",68,nije uknjiženo,u izgradnji,useljivo,2010.0,2,0
284,106500,Petrovaradin,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",57,nije uknjiženo,u izgradnji,useljivo,2010.0,prizemlje,0
285,205000,Petrovaradin,Rare_var,4.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",87,nije uknjiženo,u izgradnji,useljivo,2010.0,2,0
286,166400,Petrovaradin,Rare_var,4.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",85,nije uknjiženo,u izgradnji,useljivo,2010.0,1,0
287,152650,Petrovaradin,Rare_var,4.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",76,nije uknjiženo,u izgradnji,useljivo,2010.0,prizemlje,0
288,157000,Bulevar Oslobođenja,Rare_var,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",68,uknjiženo,uobičajeno stanje,useljivo,2000.0,1,0
289,118800,Stari Grad,Centar,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",73,uknjiženo,uobičajeno stanje,useljivo,2006.0,1,0
290,164800,Stari Grad,Centar,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",94,uknjiženo,uobičajeno stanje,useljivo,2006.0,3,0
291,103000,Podbara,Podbara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",47,uknjiženo,uobičajeno stanje,useljivo,2006.0,2,0
292,118450,Grbavica,Grbavica,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",75,uknjiženo,uobičajeno stanje,useljivo,2002.0,5,0
293,309000,Stari Grad,Centar,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",94,uknjiženo,uobičajeno stanje,useljivo,2002.0,prizemlje,0
294,247100,Novo Naselje,Novo Naselje,3.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, klima",117,uknjiženo,uobičajeno stanje,useljivo,2010.0,4,0
295,159650,Stari Grad,Centar,3.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, klima",83,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
296,157100,Sajmište,Sajmište,3.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, klima",68,uknjiženo,uobičajeno stanje,useljivo,2004.0,1,0
297,249950,Telep,Telep,7.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, klima",156,uknjiženo,u izgradnji,useljivo,2022.0,2,0
298,247400,Telep,Telep,7.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, klima",154,uknjiženo,u izgradnji,useljivo,2022.0,2,0
299,94500,Liman,Rare_var,1.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",34,uknjiženo,uobičajeno stanje,useljivo,2022.0,2,0
